age,workclass,education-num,marital-status,occupation,relationship,race,sex,capital,hours-per-week,region,income
31-40,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,45,United-States,<=50K
25-30,Private,12,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,40,United-States,<=50K
41-50,Private,10,Divorced,Sales,Not-in-family,White,Male,0,40,United-States,<=50K
18-24,Private,10,Never-married,Other-service,Not-in-family,White,Female,0,20,United-States,<=50K
31-40,Private,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,40,United-States,<=50K
31-40,Private,9,Never-married,Transport-moving,Not-in-family,White,Male,0,50,United-States,<=50K
51-60,Private,9,Married-civ-spouse,Sales,Husband,White,Male,3464,40,United-States,<=50K
18-24,Private,10,Never-married,Sales,Not-in-family,White,Male,0,33,United-States,<=50K
18-24,Private,9,Never-married,Exec-managerial,Not-in-family,White,Female,0,40,United-States,<=50K
41-50,Self-emp-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,60,United-States,<=50K
18-24,Private,9,Married-civ-spouse,Other-service,Husband,White,Male,0,28,United-States,<=50K
18-24,Private,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,50,United-States,<=50K
61-70,State-gov,9,Widowed,Adm-clerical,Unmarried,White,Female,0,20,United-States,<=50K
31-40,Private,9,Married-civ-spouse,Exec-managerial,Wife,Black,Female,0,40,United-States,<=50K
41-50,Private,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,7688,40,United-States,>50K
18-24,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,40,United-States,<=50K
18-24,Private,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,40,United-States,<=50K
41-50,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,65,United-States,>50K
41-50,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,35,United-States,>50K
18-24,Private,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,39,United-States,<=50K
31-40,Private,9,Divorced,Transport-moving,Not-in-family,White,Male,0,60,United-States,>50K
18-24,Private,13,Never-married,Sales,Not-in-family,White,Female,0,25,United-States,<=50K
31-40,Private,10,Married-civ-spouse,Sales,Husband,White,Male,0,40,Middle America,<=50K
31-40,Private,9,Married-civ-spouse,Craft-repair,Own-child,White,Female,-2002,40,United-States,<=50K
51-60,Self-emp-not-inc,9,Married-civ-spouse,Sales,Husband,Black,Male,0,40,United-States,<=50K
0-17,Private,7,Never-married,Sales,Own-child,White,Female,0,15,United-States,<=50K
31-40,Private,12,Married-civ-spouse,Other-service,Husband,White,Male,0,40,Middle America,<=50K
25-30,Private,11,Divorced,Adm-clerical,Not-in-family,White,Female,0,3,United-States,<=50K
25-30,Private,14,Never-married,Tech-support,Not-in-family,White,Male,0,40,,<=50K
18-24,Private,10,Never-married,Sales,Own-child,White,Male,0,20,United-States,<=50K
25-30,Private,10,Never-married,Craft-repair,Not-in-family,White,Male,0,40,United-States,<=50K
31-40,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,56,United-States,<=50K
41-50,Self-emp-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,60,United-States,>50K
51-60,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,42,United-States,>50K
31-40,Private,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,50,United-States,>50K
51-60,Private,9,Divorced,Adm-clerical,Unmarried,White,Female,0,40,United-States,<=50K
31-40,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,40,United-States,>50K
25-30,Private,9,Married-civ-spouse,Other-service,Husband,White,Male,0,40,United-States,<=50K
25-30,Private,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,45,United-States,<=50K
31-40,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,50,United-States,>50K
25-30,Private,13,Never-married,Sales,Not-in-family,White,Male,-1504,45,United-States,<=50K
41-50,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,40,United-States,<=50K
31-40,Self-emp-inc,10,Married-civ-spouse,Sales,Wife,White,Female,0,40,United-States,<=50K
25-30,Local-gov,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,72,United-States,>50K
31-40,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,40,United-States,<=50K
25-30,Self-emp-inc,10,Never-married,Sales,Other-relative,White,Male,0,40,United-States,<=50K
41-50,Self-emp-not-inc,9,Married-civ-spouse,Sales,Husband,White,Male,0,40,United-States,<=50K
41-50,Private,11,Divorced,Exec-managerial,Unmarried,White,Female,0,40,United-States,<=50K
41-50,Private,6,Married-civ-spouse,Sales,Husband,White,Male,0,65,United-States,<=50K
61-70,Private,10,Widowed,Exec-managerial,Not-in-family,White,Female,0,10,United-States,<=50K
41-50,State-gov,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,38,United-States,<=50K
41-50,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,40,United-States,>50K
41-50,Local-gov,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,40,United-States,>50K
31-40,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,40,United-States,<=50K
18-24,Private,9,Never-married,Adm-clerical,Unmarried,White,Male,0,60,United-States,<=50K
41-50,Private,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,40,United-States,<=50K
25-30,Private,9,Never-married,Sales,Own-child,White,Male,0,48,United-States,<=50K
25-30,Private,9,Never-married,Other-service,Unmarried,Black,Female,0,32,United-States,<=50K
41-50,Private,9,Divorced,Machine-op-inspct,Unmarried,White,Female,0,60,United-States,<=50K
71+,Private,9,Widowed,Protective-serv,Not-in-family,White,Male,0,55,United-States,<=50K
51-60,Private,9,Widowed,Prof-specialty,Not-in-family,White,Female,0,57,United-States,<=50K
18-24,Private,9,Never-married,Other-service,Not-in-family,White,Male,0,27,United-States,<=50K
31-40,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,40,United-States,>50K
25-30,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,34,United-States,<=50K
18-24,Private,10,Never-married,Sales,Own-child,White,Female,0,20,United-States,<=50K
41-50,Self-emp-not-inc,13,Never-married,Craft-repair,Not-in-family,White,Female,0,40,United-States,<=50K
41-50,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,-1848,40,United-States,>50K
41-50,Private,11,Never-married,Prof-specialty,Not-in-family,Black,Male,0,40,United-States,<=50K
41-50,Private,8,Never-married,Transport-moving,Not-in-family,Asian-Pac-Islander,Male,0,35,United-States,<=50K
18-24,Private,9,Never-married,Handlers-cleaners,Own-child,White,Female,0,20,United-States,<=50K
61-70,Private,9,Divorced,Other-service,Not-in-family,White,Female,0,84,United-States,<=50K
31-40,Private,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,45,United-States,<=50K
51-60,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,-1902,40,United-States,>50K
41-50,Federal-gov,9,Separated,Exec-managerial,Not-in-family,Black,Female,0,40,United-States,<=50K
71+,Private,9,Widowed,Other-service,Unmarried,White,Female,0,33,United-States,<=50K
41-50,Private,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,40,Canada,<=50K
51-60,Federal-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,40,United-States,>50K
18-24,Private,10,Never-married,Other-service,Own-child,White,Female,0,20,United-States,<=50K
41-50,Self-emp-inc,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,40,United-States,<=50K
18-24,State-gov,7,Never-married,Other-service,Own-child,White,Male,0,30,United-States,<=50K
31-40,Private,10,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,40,United-States,<=50K
31-40,Federal-gov,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,45,United-States,<=50K
51-60,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,-2002,50,United-States,<=50K
71+,Private,14,Widowed,Craft-repair,Unmarried,Asian-Pac-Islander,Male,0,40,,<=50K
31-40,State-gov,10,Never-married,Other-service,Own-child,Amer-Indian-Eskimo,Male,0,84,United-States,<=50K
51-60,Self-emp-not-inc,14,Never-married,Farming-fishing,Not-in-family,White,Male,0,20,United-States,<=50K
51-60,Private,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,2407,99,United-States,<=50K
41-50,Private,9,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,40,United-States,>50K
41-50,Private,9,Married-civ-spouse,Tech-support,Wife,White,Female,0,40,United-States,<=50K
25-30,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,40,United-States,<=50K
71+,Private,8,Widowed,Sales,Not-in-family,White,Female,0,30,United-States,<=50K
25-30,Private,13,Never-married,Adm-clerical,Unmarried,White,Female,0,60,United-States,<=50K
25-30,State-gov,12,Never-married,Protective-serv,Not-in-family,White,Male,0,40,United-States,<=50K
61-70,Private,9,Divorced,Adm-clerical,Unmarried,Black,Female,0,40,United-States,<=50K
51-60,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,45,United-States,>50K
51-60,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,15024,50,United-States,>50K
25-30,Local-gov,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,45,United-States,<=50K
31-40,Private,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,45,United-States,<=50K
41-50,Self-emp-inc,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,50,United-States,>50K
25-30,Private,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,50,United-States,>50K
18-24,Private,7,Never-married,Sales,Own-child,White,Male,0,25,United-States,<=50K
31-40,Self-emp-not-inc,5,Never-married,Other-service,Own-child,Black,Male,0,38,United-States,<=50K
25-30,Private,13,Never-married,Other-service,Not-in-family,White,Male,0,30,United-States,<=50K
18-24,Private,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,40,United-States,<=50K
51-60,Self-emp-not-inc,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,40,United-States,<=50K
41-50,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,0,70,,<=50K
41-50,Federal-gov,10,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,40,United-States,>50K
31-40,Private,9,Divorced,Farming-fishing,Own-child,White,Male,0,60,United-States,<=50K
31-40,Private,13,Never-married,Sales,Not-in-family,Amer-Indian-Eskimo,Male,0,60,United-States,<=50K
31-40,Self-emp-not-inc,9,Divorced,Farming-fishing,Not-in-family,White,Male,0,40,United-States,<=50K
41-50,Local-gov,14,Divorced,Prof-specialty,Unmarried,Black,Female,9562,40,United-States,>50K
25-30,Private,10,Divorced,Tech-support,Not-in-family,White,Male,0,55,United-States,<=50K
41-50,Private,8,Never-married,Other-service,Own-child,White,Male,0,10,Mexico,<=50K
18-24,Private,9,Never-married,Other-service,Not-in-family,White,Female,0,40,United-States,<=50K
31-40,Private,10,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,40,United-States,<=50K
25-30,Private,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,40,United-States,<=50K
41-50,Private,9,Divorced,Other-service,Not-in-family,Black,Female,0,20,United-States,<=50K
25-30,Private,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,45,United-States,<=50K
41-50,Self-emp-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,50,United-States,>50K
31-40,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,40,United-States,<=50K
51-60,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,40,United-States,<=50K
41-50,Private,14,Divorced,Exec-managerial,Not-in-family,White,Female,0,50,United-States,>50K
61-70,Private,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,3103,40,United-States,>50K
51-60,Private,9,Never-married,Exec-managerial,Not-in-family,White,Female,0,43,United-States,<=50K
31-40,Self-emp-not-inc,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,50,United-States,<=50K
51-60,Self-emp-inc,11,Married-civ-spouse,Sales,Husband,White,Male,0,54,United-States,>50K
41-50,Self-emp-not-inc,13,Never-married,Exec-managerial,Not-in-family,Black,Male,10520,45,United-States,>50K
41-50,Self-emp-not-inc,9,Divorced,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,0,60,Southeast Asia,<=50K
41-50,State-gov,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,40,West Europe,<=50K
31-40,Private,9,Never-married,Machine-op-inspct,Other-relative,White,Male,0,55,United-States,<=50K
51-60,State-gov,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,4064,40,South Asia,<=50K
41-50,Private,10,Divorced,Sales,Unmarried,White,Female,0,40,United-States,<=50K
0-17,Self-emp-not-inc,7,Never-married,Farming-fishing,Own-child,White,Male,0,20,United-States,<=50K
18-24,Private,5,Never-married,Handlers-cleaners,Other-relative,White,Male,0,30,United-States,<=50K
31-40,Private,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,40,United-States,<=50K
25-30,Local-gov,9,Married-civ-spouse,Other-service,Husband,White,Male,0,40,United-States,<=50K
18-24,Private,8,Never-married,Adm-clerical,Own-child,White,Female,0,40,United-States,<=50K
25-30,Private,10,Married-civ-spouse,Sales,Husband,White,Male,0,50,United-States,<=50K
51-60,Self-emp-not-inc,3,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,55,United-States,<=50K
41-50,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,60,United-States,<=50K
25-30,Private,9,Never-married,Other-service,Unmarried,White,Female,0,30,South America,<=50K
18-24,Local-gov,9,Never-married,Transport-moving,Own-child,Black,Female,0,20,United-States,<=50K
31-40,Self-emp-inc,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,50,United-States,>50K
0-17,Private,6,Never-married,Other-service,Own-child,White,Female,0,12,United-States,<=50K
51-60,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,-1902,60,United-States,>50K
41-50,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,60,United-States,>50K
18-24,Private,10,Never-married,Machine-op-inspct,Own-child,Amer-Indian-Eskimo,Male,0,40,United-States,<=50K
18-24,Private,13,Never-married,Sales,Not-in-family,White,Female,0,20,United-States,<=50K
25-30,Private,13,Never-married,Adm-clerical,Own-child,White,Male,0,40,United-States,<=50K
31-40,Self-emp-not-inc,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,40,United-States,<=50K
31-40,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,40,United-States,<=50K
18-24,Private,9,Never-married,Sales,Other-relative,White,Male,0,55,United-States,<=50K
41-50,Local-gov,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,40,United-States,>50K
41-50,Federal-gov,13,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,0,60,United-States,>50K
31-40,Private,5,Divorced,Sales,Not-in-family,White,Female,0,40,United-States,<=50K
25-30,Local-gov,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,40,Canada,<=50K
51-60,Self-emp-not-inc,12,Married-civ-spouse,Sales,Husband,White,Male,0,50,United-States,>50K
41-50,Self-emp-inc,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,50,United-States,<=50K
25-30,Private,10,Never-married,Sales,Own-child,White,Male,0,20,United-States,<=50K
31-40,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,50,United-States,>50K
31-40,Self-emp-not-inc,9,Divorced,Machine-op-inspct,Unmarried,White,Male,0,40,United-States,<=50K
18-24,Private,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,45,United-States,<=50K
41-50,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,40,United-States,>50K
41-50,Local-gov,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,40,United-States,<=50K
31-40,Private,7,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,40,United-States,<=50K
61-70,Local-gov,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,55,United-States,<=50K
51-60,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,40,United-States,>50K
31-40,Private,9,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,36,United-States,<=50K
41-50,Local-gov,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,45,United-States,>50K
31-40,Local-gov,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,48,United-States,<=50K
51-60,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,40,United-States,<=50K
31-40,Private,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,40,United-States,<=50K
41-50,Private,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,38,United-States,<=50K
61-70,Without-pay,9,Married-civ-spouse,Transport-moving,Husband,White,Male,2414,20,United-States,<=50K
51-60,Private,9,Divorced,Machine-op-inspct,Not-in-family,Black,Male,14344,40,United-States,>50K
61-70,Private,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,99,United-States,<=50K
31-40,Self-emp-inc,10,Never-married,Exec-managerial,Own-child,White,Male,0,45,United-States,<=50K
18-24,Private,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,35,United-States,<=50K
0-17,Private,7,Never-married,Other-service,Own-child,White,Male,0,40,United-States,<=50K
61-70,Self-emp-inc,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,50,United-States,<=50K
25-30,Private,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,40,United-States,<=50K
31-40,Private,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,47,United-States,<=50K
18-24,Private,9,Married-civ-spouse,Sales,Wife,White,Female,0,38,United-States,<=50K
18-24,Private,9,Never-married,Other-service,Not-in-family,White,Male,0,35,United-States,<=50K
41-50,Local-gov,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,40,Southeast Asia,>50K
25-30,Private,10,Never-married,Other-service,Not-in-family,White,Male,0,38,Mexico,<=50K
51-60,Private,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,40,United-States,<=50K
41-50,Self-emp-not-inc,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,30,United-States,>50K
51-60,Private,8,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,40,United-States,<=50K
31-40,Private,11,Never-married,Prof-specialty,Not-in-family,White,Male,0,40,United-States,<=50K
31-40,Self-emp-not-inc,9,Married-civ-spouse,Other-service,Husband,White,Male,3464,80,Central Europe,<=50K
25-30,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,40,United-States,>50K
18-24,Private,13,Never-married,Prof-specialty,Own-child,White,Female,0,40,United-States,<=50K
51-60,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,40,United-States,<=50K
18-24,Private,9,Never-married,Adm-clerical,Own-child,White,Male,0,25,Middle America,<=50K
31-40,Self-emp-not-inc,9,Never-married,Craft-repair,Not-in-family,White,Male,0,45,United-States,>50K
61-70,Private,8,Widowed,Sales,Unmarried,White,Female,0,40,United-States,<=50K
51-60,Private,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,40,United-States,<=50K
51-60,Private,12,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,-1848,40,United-States,>50K
31-40,Private,6,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,40,Mexico,<=50K
51-60,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,40,United-States,<=50K
51-60,Self-emp-not-inc,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,40,United-States,<=50K
31-40,Private,15,Never-married,Prof-specialty,Not-in-family,Other,Male,0,40,South Asia,>50K
31-40,Private,9,Divorced,Sales,Not-in-family,White,Male,0,60,United-States,<=50K
31-40,Private,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,40,United-States,>50K
31-40,Federal-gov,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,55,United-States,>50K
25-30,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,40,United-States,<=50K
25-30,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,2580,45,United-States,<=50K
41-50,Self-emp-not-inc,9,Married-civ-spouse,Transport-moving,Husband,White,Male,-2002,42,United-States,<=50K
25-30,Self-emp-inc,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,50,United-States,<=50K
25-30,Private,12,Never-married,Adm-clerical,Not-in-family,Black,Female,0,38,United-States,<=50K
25-30,Private,10,Separated,Adm-clerical,Unmarried,Black,Female,0,40,United-States,<=50K
41-50,Local-gov,10,Divorced,Craft-repair,Not-in-family,White,Male,0,40,United-States,<=50K
18-24,Private,9,Never-married,Craft-repair,Not-in-family,White,Male,0,30,United-States,<=50K
41-50,Private,7,Never-married,Craft-repair,Not-in-family,White,Male,0,40,Middle America,<=50K
41-50,Private,6,Married-civ-spouse,Sales,Husband,White,Male,0,70,United-States,<=50K
31-40,Private,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,40,United-States,>50K
61-70,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,50,United-States,>50K
41-50,Private,10,Married-civ-spouse,Sales,Husband,White,Male,0,65,United-States,>50K
31-40,Self-emp-inc,13,Married-civ-spouse,Sales,Husband,White,Male,0,40,,>50K
51-60,Private,14,Married-civ-spouse,Tech-support,Husband,White,Male,0,45,United-States,<=50K
31-40,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,50,United-States,<=50K
31-40,Private,9,Widowed,Other-service,Unmarried,White,Female,0,24,United-States,<=50K
51-60,Private,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,40,United-States,<=50K
41-50,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,40,United-States,<=50K
41-50,Private,13,Widowed,Other-service,Unmarried,White,Female,0,20,United-States,<=50K
41-50,Private,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,40,United-States,>50K
31-40,Private,3,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,40,Mexico,<=50K
31-40,Private,9,Divorced,Craft-repair,Not-in-family,White,Male,14344,40,United-States,>50K
61-70,Private,9,Widowed,Other-service,Not-in-family,White,Female,0,15,United-States,<=50K
18-24,Private,9,Never-married,Sales,Own-child,White,Male,0,35,United-States,<=50K
31-40,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,40,United-States,>50K
51-60,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,-1977,45,United-States,>50K
31-40,Private,4,Divorced,Handlers-cleaners,Own-child,White,Male,0,40,United-States,<=50K
41-50,Private,9,Widowed,Machine-op-inspct,Unmarried,White,Female,0,40,United-States,<=50K
51-60,Private,9,Divorced,Adm-clerical,Unmarried,White,Female,2174,40,United-States,<=50K
25-30,Private,10,Never-married,Machine-op-inspct,Unmarried,Asian-Pac-Islander,Male,0,40,Southeast Asia,<=50K
31-40,Self-emp-not-inc,13,Divorced,Transport-moving,Not-in-family,White,Male,0,50,United-States,<=50K
31-40,Private,9,Divorced,Adm-clerical,Own-child,White,Female,0,40,United-States,<=50K
61-70,Private,10,Married-civ-spouse,Sales,Husband,White,Male,-2377,55,United-States,>50K
31-40,Private,10,Never-married,Sales,Other-relative,Black,Male,0,30,United-States,<=50K
61-70,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,30,United-States,<=50K
31-40,Private,11,Divorced,Handlers-cleaners,Not-in-family,White,Female,0,35,United-States,<=50K
31-40,Private,13,Divorced,Sales,Own-child,White,Male,0,50,United-States,<=50K
41-50,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,40,United-States,>50K
25-30,Self-emp-inc,10,Never-married,Sales,Not-in-family,White,Male,0,48,United-States,<=50K
41-50,Private,11,Divorced,Tech-support,Unmarried,White,Female,0,40,United-States,<=50K
18-24,Private,9,Never-married,Adm-clerical,Own-child,White,Female,0,20,United-States,<=50K
25-30,Private,9,Never-married,Handlers-cleaners,Unmarried,White,Male,0,30,United-States,<=50K
31-40,State-gov,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,45,United-States,<=50K
31-40,Private,10,Never-married,Other-service,Own-child,White,Female,0,15,United-States,<=50K
31-40,Private,9,Divorced,Other-service,Unmarried,White,Female,0,30,United-States,<=50K
41-50,Self-emp-not-inc,10,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,0,80,West Europe,<=50K
41-50,Private,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,45,United-States,<=50K
51-60,Private,9,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0,38,Middle America,<=50K
31-40,Local-gov,9,Never-married,Protective-serv,Not-in-family,White,Male,0,48,United-States,<=50K
41-50,Self-emp-not-inc,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,40,United-States,<=50K
18-24,Federal-gov,9,Never-married,Other-service,Not-in-family,Amer-Indian-Eskimo,Female,0,25,United-States,<=50K
25-30,Private,13,Never-married,Prof-specialty,Not-in-family,White,Male,13550,50,United-States,>50K
51-60,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,60,United-States,<=50K
18-24,Private,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,40,United-States,<=50K
31-40,Private,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,45,United-States,>50K
41-50,Self-emp-not-inc,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,40,Canada,>50K
41-50,Private,9,Never-married,Other-service,Own-child,Black,Female,0,42,United-States,<=50K
18-24,Private,9,Never-married,Sales,Own-child,White,Female,0,30,United-States,<=50K
51-60,Private,6,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,40,United-States,<=50K
61-70,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,20,United-States,<=50K
51-60,Self-emp-not-inc,9,Divorced,Farming-fishing,Unmarried,White,Female,0,10,United-States,<=50K
51-60,Self-emp-not-inc,9,Married-civ-spouse,Sales,Husband,White,Male,0,50,United-States,<=50K
31-40,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,40,Mexico,<=50K
31-40,Private,14,Never-married,Exec-managerial,Not-in-family,White,Female,0,40,United-States,<=50K
18-24,Local-gov,9,Never-married,Other-service,Own-child,White,Female,0,53,United-States,<=50K
18-24,Private,4,Never-married,Machine-op-inspct,Own-child,White,Male,0,40,United-States,<=50K
31-40,Federal-gov,12,Never-married,Exec-managerial,Not-in-family,White,Male,0,42,United-States,<=50K
51-60,Private,14,Divorced,Sales,Not-in-family,White,Female,0,40,United-States,<=50K
31-40,Private,12,Divorced,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Female,0,40,United-States,<=50K
41-50,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,50,United-States,<=50K
18-24,State-gov,9,Never-married,Other-service,Own-child,Black,Male,0,40,United-States,<=50K
25-30,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,65,United-States,<=50K
71+,State-gov,10,Widowed,Exec-managerial,Not-in-family,Black,Male,15831,40,United-States,>50K
18-24,Private,10,Never-married,Handlers-cleaners,Own-child,White,Female,0,36,United-States,<=50K
31-40,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,45,United-States,<=50K
18-24,Private,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,18,United-States,<=50K
41-50,Private,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,2407,40,United-States,<=50K
25-30,Local-gov,9,Never-married,Protective-serv,Own-child,White,Male,0,38,United-States,<=50K
41-50,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,50,United-States,<=50K
